report_date,user_principal_name,display_name,last_activity_date,copilot_chat_last_activity,teams_last_activity,word_last_activity,excel_last_activity,outlook_last_activity,report_period,_ingested_at,_source_system,_source_api,_watermark,_batch_id,_data_class
2026-08-24,robin.hale@contoso.com,Robin Hale,2026-08-24,2026-08-24,,2026-08-24,,2026-08-24,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-24,batch-2026-09-04,MOCK
2026-08-24,lee.novak@contoso.com,Lee Novak,2026-08-24,2026-08-24,,,,2026-08-24,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-24,batch-2026-09-04,MOCK
2026-08-24,kim.arroyo@contoso.com,Kim Arroyo,2026-08-24,2026-08-24,2026-08-24,2026-08-24,,2026-08-24,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-24,batch-2026-09-04,MOCK
2026-08-23,aisha.rahman@contoso.com,Aisha Rahman,2026-08-23,2026-08-23,,,,2026-08-23,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-23,batch-2026-09-04,MOCK
2026-08-23,marco.silva@contoso.com,Marco Silva,2026-08-23,2026-08-23,2026-08-23,,2026-08-23,2026-08-23,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-23,batch-2026-09-04,MOCK
2026-08-23,jenny.oyelaran@contoso.com,Jenny Oyelaran,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-23,batch-2026-09-04,MOCK
2026-08-23,dev.patel@contoso.com,Dev Patel,2026-08-23,2026-08-23,2026-08-23,2026-08-23,2026-08-23,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-23,batch-2026-09-04,MOCK
2026-08-23,sam.chen@contoso.com,Sam Chen,2026-08-23,2026-08-23,2026-08-23,,,2026-08-23,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-23,batch-2026-09-04,MOCK
2026-08-23,robin.hale@contoso.com,Robin Hale,2026-08-23,2026-08-23,2026-08-23,,2026-08-23,2026-08-23,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-23,batch-2026-09-04,MOCK
2026-08-23,lee.novak@contoso.com,Lee Novak,2026-08-23,2026-08-23,,,2026-08-23,2026-08-23,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-23,batch-2026-09-04,MOCK
2026-08-23,kim.arroyo@contoso.com,Kim Arroyo,2026-08-23,2026-08-23,,2026-08-23,,2026-08-23,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-23,batch-2026-09-04,MOCK
2026-08-22,aisha.rahman@contoso.com,Aisha Rahman,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-22,batch-2026-09-04,MOCK
2026-08-22,marco.silva@contoso.com,Marco Silva,2026-08-22,,,2026-08-22,2026-08-22,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-22,batch-2026-09-04,MOCK
2026-08-22,jenny.oyelaran@contoso.com,Jenny Oyelaran,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-22,batch-2026-09-04,MOCK
2026-08-22,dev.patel@contoso.com,Dev Patel,2026-08-22,2026-08-22,2026-08-22,2026-08-22,,2026-08-22,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-22,batch-2026-09-04,MOCK
2026-08-22,sam.chen@contoso.com,Sam Chen,2026-08-22,2026-08-22,,2026-08-22,,2026-08-22,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-22,batch-2026-09-04,MOCK
2026-08-22,robin.hale@contoso.com,Robin Hale,2026-08-22,2026-08-22,,2026-08-22,,2026-08-22,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-22,batch-2026-09-04,MOCK
2026-08-22,lee.novak@contoso.com,Lee Novak,2026-08-22,2026-08-22,,,,2026-08-22,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-22,batch-2026-09-04,MOCK
2026-08-22,kim.arroyo@contoso.com,Kim Arroyo,2026-08-22,2026-08-22,,,2026-08-22,2026-08-22,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-22,batch-2026-09-04,MOCK
2026-08-21,aisha.rahman@contoso.com,Aisha Rahman,2026-08-21,2026-08-21,2026-08-21,,2026-08-21,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-21,batch-2026-09-04,MOCK
2026-08-21,marco.silva@contoso.com,Marco Silva,2026-08-21,2026-08-21,,,,2026-08-21,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-21,batch-2026-09-04,MOCK
2026-08-21,jenny.oyelaran@contoso.com,Jenny Oyelaran,2026-08-21,2026-08-21,2026-08-21,,2026-08-21,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-21,batch-2026-09-04,MOCK
2026-08-21,dev.patel@contoso.com,Dev Patel,2026-08-21,2026-08-21,2026-08-21,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-21,batch-2026-09-04,MOCK
2026-08-21,sam.chen@contoso.com,Sam Chen,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-21,batch-2026-09-04,MOCK
2026-08-21,robin.hale@contoso.com,Robin Hale,2026-08-21,2026-08-21,,2026-08-21,,2026-08-21,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-21,batch-2026-09-04,MOCK
2026-08-21,lee.novak@contoso.com,Lee Novak,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-21,batch-2026-09-04,MOCK
2026-08-21,kim.arroyo@contoso.com,Kim Arroyo,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-21,batch-2026-09-04,MOCK
2026-08-20,aisha.rahman@contoso.com,Aisha Rahman,2026-08-20,2026-08-20,2026-08-20,2026-08-20,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-20,batch-2026-09-04,MOCK
2026-08-20,marco.silva@contoso.com,Marco Silva,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-20,batch-2026-09-04,MOCK
2026-08-20,jenny.oyelaran@contoso.com,Jenny Oyelaran,2026-08-20,2026-08-20,2026-08-20,2026-08-20,2026-08-20,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-20,batch-2026-09-04,MOCK
2026-08-20,dev.patel@contoso.com,Dev Patel,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-20,batch-2026-09-04,MOCK
2026-08-20,sam.chen@contoso.com,Sam Chen,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-20,batch-2026-09-04,MOCK
2026-08-20,robin.hale@contoso.com,Robin Hale,2026-08-20,2026-08-20,2026-08-20,2026-08-20,,2026-08-20,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-20,batch-2026-09-04,MOCK
2026-08-20,lee.novak@contoso.com,Lee Novak,2026-08-20,2026-08-20,2026-08-20,2026-08-20,,2026-08-20,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-20,batch-2026-09-04,MOCK
2026-08-20,kim.arroyo@contoso.com,Kim Arroyo,2026-08-20,2026-08-20,2026-08-20,2026-08-20,2026-08-20,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-20,batch-2026-09-04,MOCK
2026-08-19,aisha.rahman@contoso.com,Aisha Rahman,2026-08-19,,2026-08-19,2026-08-19,,2026-08-19,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-19,batch-2026-09-04,MOCK
2026-08-19,marco.silva@contoso.com,Marco Silva,2026-08-19,2026-08-19,2026-08-19,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-19,batch-2026-09-04,MOCK
2026-08-19,jenny.oyelaran@contoso.com,Jenny Oyelaran,2026-08-19,2026-08-19,2026-08-19,,2026-08-19,2026-08-19,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-19,batch-2026-09-04,MOCK
2026-08-19,dev.patel@contoso.com,Dev Patel,2026-08-19,2026-08-19,2026-08-19,,2026-08-19,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-19,batch-2026-09-04,MOCK
2026-08-19,sam.chen@contoso.com,Sam Chen,2026-08-19,2026-08-19,,,2026-08-19,2026-08-19,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-19,batch-2026-09-04,MOCK
2026-08-19,robin.hale@contoso.com,Robin Hale,2026-08-19,2026-08-19,,2026-08-19,,2026-08-19,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-19,batch-2026-09-04,MOCK
2026-08-19,lee.novak@contoso.com,Lee Novak,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-19,batch-2026-09-04,MOCK
2026-08-19,kim.arroyo@contoso.com,Kim Arroyo,2026-08-19,2026-08-19,2026-08-19,2026-08-19,2026-08-19,2026-08-19,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-19,batch-2026-09-04,MOCK
2026-08-18,aisha.rahman@contoso.com,Aisha Rahman,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-18,batch-2026-09-04,MOCK
2026-08-18,marco.silva@contoso.com,Marco Silva,2026-08-18,2026-08-18,,2026-08-18,2026-08-18,2026-08-18,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-18,batch-2026-09-04,MOCK
2026-08-18,jenny.oyelaran@contoso.com,Jenny Oyelaran,2026-08-18,2026-08-18,2026-08-18,,,2026-08-18,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-18,batch-2026-09-04,MOCK
2026-08-18,dev.patel@contoso.com,Dev Patel,2026-08-18,2026-08-18,2026-08-18,2026-08-18,,2026-08-18,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-18,batch-2026-09-04,MOCK
2026-08-18,sam.chen@contoso.com,Sam Chen,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-18,batch-2026-09-04,MOCK
2026-08-18,robin.hale@contoso.com,Robin Hale,2026-08-18,2026-08-18,2026-08-18,2026-08-18,,2026-08-18,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-18,batch-2026-09-04,MOCK
2026-08-18,lee.novak@contoso.com,Lee Novak,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-18,batch-2026-09-04,MOCK
2026-08-18,kim.arroyo@contoso.com,Kim Arroyo,2026-08-18,2026-08-18,2026-08-18,,,2026-08-18,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-18,batch-2026-09-04,MOCK
2026-08-17,aisha.rahman@contoso.com,Aisha Rahman,2026-08-17,2026-08-17,2026-08-17,2026-08-17,2026-08-17,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-17,batch-2026-09-04,MOCK
2026-08-17,marco.silva@contoso.com,Marco Silva,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-17,batch-2026-09-04,MOCK
2026-08-17,jenny.oyelaran@contoso.com,Jenny Oyelaran,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-17,batch-2026-09-04,MOCK
2026-08-17,dev.patel@contoso.com,Dev Patel,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-17,batch-2026-09-04,MOCK
2026-08-17,sam.chen@contoso.com,Sam Chen,2026-08-17,2026-08-17,,,2026-08-17,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-17,batch-2026-09-04,MOCK
2026-08-17,robin.hale@contoso.com,Robin Hale,2026-08-17,2026-08-17,,2026-08-17,,2026-08-17,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-17,batch-2026-09-04,MOCK
2026-08-17,lee.novak@contoso.com,Lee Novak,2026-08-17,,2026-08-17,,2026-08-17,2026-08-17,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-17,batch-2026-09-04,MOCK
2026-08-17,kim.arroyo@contoso.com,Kim Arroyo,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-17,batch-2026-09-04,MOCK
2026-08-16,aisha.rahman@contoso.com,Aisha Rahman,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-16,batch-2026-09-04,MOCK
2026-08-16,marco.silva@contoso.com,Marco Silva,2026-08-16,2026-08-16,2026-08-16,2026-08-16,2026-08-16,2026-08-16,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-16,batch-2026-09-04,MOCK
2026-08-16,jenny.oyelaran@contoso.com,Jenny Oyelaran,2026-08-16,2026-08-16,2026-08-16,2026-08-16,,2026-08-16,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-16,batch-2026-09-04,MOCK
2026-08-16,dev.patel@contoso.com,Dev Patel,2026-08-16,2026-08-16,2026-08-16,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-16,batch-2026-09-04,MOCK
2026-08-16,sam.chen@contoso.com,Sam Chen,2026-08-16,2026-08-16,2026-08-16,2026-08-16,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-16,batch-2026-09-04,MOCK
2026-08-16,robin.hale@contoso.com,Robin Hale,2026-08-16,2026-08-16,,2026-08-16,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-16,batch-2026-09-04,MOCK
2026-08-16,lee.novak@contoso.com,Lee Novak,2026-08-16,2026-08-16,,,,2026-08-16,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-16,batch-2026-09-04,MOCK
2026-08-16,kim.arroyo@contoso.com,Kim Arroyo,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-16,batch-2026-09-04,MOCK
2026-08-15,aisha.rahman@contoso.com,Aisha Rahman,2026-08-15,2026-08-15,2026-08-15,2026-08-15,2026-08-15,2026-08-15,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-15,batch-2026-09-04,MOCK
2026-08-15,marco.silva@contoso.com,Marco Silva,2026-08-15,,,2026-08-15,2026-08-15,2026-08-15,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-15,batch-2026-09-04,MOCK
2026-08-15,jenny.oyelaran@contoso.com,Jenny Oyelaran,2026-08-15,2026-08-15,2026-08-15,2026-08-15,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-15,batch-2026-09-04,MOCK
