usage_date,consumer_id,consumer_type,meter_id,meter_name,capability,credit_rate,credits_consumed,unit_price_usd,cost_usd,_ingested_at,_source_system,_source_api,_watermark,_batch_id,_data_class
2026-08-25,jenny.oyelaran@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Autopilot,3,1555,0.01,15.55,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-25,batch-2026-09-04,MOCK
2026-08-25,kim.arroyo@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,2092,0.01,20.92,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-25,batch-2026-09-04,MOCK
2026-08-25,marco.silva@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Autopilot,3,1859,0.01,18.59,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-25,batch-2026-09-04,MOCK
2026-08-24,jenny.oyelaran@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Cowork,2,2715,0.01,27.15,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-24,batch-2026-09-04,MOCK
2026-08-24,marco.silva@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Autopilot,3,2041,0.01,20.41,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-24,batch-2026-09-04,MOCK
2026-08-24,robin.hale@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,1792,0.01,17.92,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-24,batch-2026-09-04,MOCK
2026-08-24,dev.patel@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Cowork,2,1079,0.01,10.79,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-24,batch-2026-09-04,MOCK
2026-08-24,sam.chen@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Autopilot,3,1340,0.01,13.4,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-24,batch-2026-09-04,MOCK
2026-08-23,marco.silva@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,agent_action,3,1535,0.01,15.35,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-23,batch-2026-09-04,MOCK
2026-08-23,sam.chen@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Autopilot,3,2074,0.01,20.74,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-23,batch-2026-09-04,MOCK
2026-08-23,aisha.rahman@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Cowork,2,1274,0.01,12.74,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-23,batch-2026-09-04,MOCK
2026-08-23,lee.novak@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,2361,0.01,23.61,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-23,batch-2026-09-04,MOCK
2026-08-23,kim.arroyo@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,agent_action,3,2645,0.01,26.45,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-23,batch-2026-09-04,MOCK
2026-08-22,lee.novak@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,agent_action,3,1641,0.01,16.41,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-22,batch-2026-09-04,MOCK
2026-08-22,sam.chen@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,2728,0.01,27.28,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-22,batch-2026-09-04,MOCK
2026-08-22,dev.patel@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Autopilot,3,2959,0.01,29.59,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-22,batch-2026-09-04,MOCK
2026-08-22,kim.arroyo@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,agent_action,3,2716,0.01,27.16,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-22,batch-2026-09-04,MOCK
2026-08-22,aisha.rahman@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Cowork,2,2952,0.01,29.52,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-22,batch-2026-09-04,MOCK
2026-08-21,jenny.oyelaran@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Cowork,2,949,0.01,9.49,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-21,batch-2026-09-04,MOCK
2026-08-21,kim.arroyo@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,agent_action,3,779,0.01,7.79,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-21,batch-2026-09-04,MOCK
2026-08-21,aisha.rahman@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,1913,0.01,19.13,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-21,batch-2026-09-04,MOCK
2026-08-21,marco.silva@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Autopilot,3,2554,0.01,25.54,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-21,batch-2026-09-04,MOCK
2026-08-21,lee.novak@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,1932,0.01,19.32,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-21,batch-2026-09-04,MOCK
2026-08-20,jenny.oyelaran@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Autopilot,3,2205,0.01,22.05,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-20,batch-2026-09-04,MOCK
2026-08-20,dev.patel@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,agent_action,3,774,0.01,7.74,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-20,batch-2026-09-04,MOCK
2026-08-20,robin.hale@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Autopilot,3,1488,0.01,14.88,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-20,batch-2026-09-04,MOCK
2026-08-20,sam.chen@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,2737,0.01,27.37,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-20,batch-2026-09-04,MOCK
2026-08-20,marco.silva@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Cowork,2,1670,0.01,16.7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-20,batch-2026-09-04,MOCK
2026-08-19,aisha.rahman@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,1875,0.01,18.75,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-19,batch-2026-09-04,MOCK
2026-08-19,dev.patel@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,1902,0.01,19.02,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-19,batch-2026-09-04,MOCK
2026-08-19,marco.silva@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,2201,0.01,22.01,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-19,batch-2026-09-04,MOCK
2026-08-19,robin.hale@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Autopilot,3,538,0.01,5.38,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-19,batch-2026-09-04,MOCK
2026-08-19,lee.novak@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Cowork,2,1103,0.01,11.03,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-19,batch-2026-09-04,MOCK
2026-08-18,sam.chen@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Autopilot,3,2073,0.01,20.73,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-18,batch-2026-09-04,MOCK
2026-08-18,aisha.rahman@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,2451,0.01,24.51,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-18,batch-2026-09-04,MOCK
2026-08-18,jenny.oyelaran@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Cowork,2,2545,0.01,25.45,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-18,batch-2026-09-04,MOCK
2026-08-18,marco.silva@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Cowork,2,1297,0.01,12.97,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-18,batch-2026-09-04,MOCK
2026-08-18,robin.hale@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,agent_action,3,2420,0.01,24.2,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-18,batch-2026-09-04,MOCK
2026-08-17,aisha.rahman@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,619,0.01,6.19,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-17,batch-2026-09-04,MOCK
2026-08-17,lee.novak@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Autopilot,3,1419,0.01,14.19,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-17,batch-2026-09-04,MOCK
2026-08-17,robin.hale@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Cowork,2,2042,0.01,20.42,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-17,batch-2026-09-04,MOCK
2026-08-17,dev.patel@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,agent_action,3,1627,0.01,16.27,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-17,batch-2026-09-04,MOCK
2026-08-17,marco.silva@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Cowork,2,1998,0.01,19.98,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-17,batch-2026-09-04,MOCK
2026-08-16,marco.silva@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,879,0.01,8.79,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-16,batch-2026-09-04,MOCK
2026-08-16,lee.novak@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Autopilot,3,1046,0.01,10.46,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-16,batch-2026-09-04,MOCK
2026-08-16,kim.arroyo@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Autopilot,3,443,0.01,4.43,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-16,batch-2026-09-04,MOCK
2026-08-16,robin.hale@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,agent_action,3,2380,0.01,23.8,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-16,batch-2026-09-04,MOCK
2026-08-16,jenny.oyelaran@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,agent_action,3,2644,0.01,26.44,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-16,batch-2026-09-04,MOCK
2026-08-15,jenny.oyelaran@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,agent_action,3,2307,0.01,23.07,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-15,batch-2026-09-04,MOCK
2026-08-15,kim.arroyo@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Cowork,2,755,0.01,7.55,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-15,batch-2026-09-04,MOCK
2026-08-15,robin.hale@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,442,0.01,4.42,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-15,batch-2026-09-04,MOCK
2026-08-15,lee.novak@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,agent_action,3,2886,0.01,28.86,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-15,batch-2026-09-04,MOCK
2026-08-15,sam.chen@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Autopilot,3,743,0.01,7.43,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-15,batch-2026-09-04,MOCK
2026-08-14,dev.patel@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,2204,0.01,22.04,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-14,batch-2026-09-04,MOCK
2026-08-14,marco.silva@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Autopilot,3,2565,0.01,25.65,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-14,batch-2026-09-04,MOCK
2026-08-14,robin.hale@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,agent_action,3,2771,0.01,27.71,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-14,batch-2026-09-04,MOCK
2026-08-14,jenny.oyelaran@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,1736,0.01,17.36,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-14,batch-2026-09-04,MOCK
2026-08-14,lee.novak@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,509,0.01,5.09,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-14,batch-2026-09-04,MOCK
2026-08-13,marco.silva@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,2199,0.01,21.99,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-13,batch-2026-09-04,MOCK
2026-08-13,dev.patel@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,agent_action,3,2583,0.01,25.83,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-13,batch-2026-09-04,MOCK
2026-08-13,sam.chen@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Cowork,2,581,0.01,5.81,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-13,batch-2026-09-04,MOCK
2026-08-13,jenny.oyelaran@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,2800,0.01,28.0,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-13,batch-2026-09-04,MOCK
2026-08-13,robin.hale@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,agent_action,3,459,0.01,4.59,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-13,batch-2026-09-04,MOCK
2026-08-12,lee.novak@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,agent_action,3,1522,0.01,15.22,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-12,batch-2026-09-04,MOCK
2026-08-12,marco.silva@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,agent_action,3,1583,0.01,15.83,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-12,batch-2026-09-04,MOCK
2026-08-12,dev.patel@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Autopilot,3,2518,0.01,25.18,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-12,batch-2026-09-04,MOCK
2026-08-12,kim.arroyo@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,1607,0.01,16.07,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-12,batch-2026-09-04,MOCK
2026-08-12,robin.hale@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Cowork,2,388,0.01,3.88,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-12,batch-2026-09-04,MOCK
2026-08-11,marco.silva@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Autopilot,3,2007,0.01,20.07,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-11,batch-2026-09-04,MOCK
2026-08-11,robin.hale@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,202,0.01,2.02,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-11,batch-2026-09-04,MOCK
2026-08-11,dev.patel@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,1028,0.01,10.28,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-11,batch-2026-09-04,MOCK
2026-08-11,aisha.rahman@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Autopilot,3,2862,0.01,28.62,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-11,batch-2026-09-04,MOCK
2026-08-11,sam.chen@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,agent_action,3,851,0.01,8.51,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-11,batch-2026-09-04,MOCK
2026-08-10,sam.chen@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Cowork,2,1723,0.01,17.23,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-10,batch-2026-09-04,MOCK
2026-08-10,aisha.rahman@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Autopilot,3,412,0.01,4.12,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-10,batch-2026-09-04,MOCK
2026-08-10,robin.hale@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,2762,0.01,27.62,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-10,batch-2026-09-04,MOCK
2026-08-10,jenny.oyelaran@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,agent_action,3,1159,0.01,11.59,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-10,batch-2026-09-04,MOCK
2026-08-10,kim.arroyo@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,2884,0.01,28.84,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-10,batch-2026-09-04,MOCK
2026-08-09,marco.silva@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,519,0.01,5.19,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-09,batch-2026-09-04,MOCK
2026-08-09,robin.hale@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Autopilot,3,2631,0.01,26.31,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-09,batch-2026-09-04,MOCK
2026-08-09,aisha.rahman@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Autopilot,3,2327,0.01,23.27,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-09,batch-2026-09-04,MOCK
2026-08-09,lee.novak@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,238,0.01,2.38,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-09,batch-2026-09-04,MOCK
2026-08-09,kim.arroyo@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Cowork,2,1607,0.01,16.07,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-09,batch-2026-09-04,MOCK
2026-08-08,marco.silva@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Cowork,2,1137,0.01,11.37,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-08,batch-2026-09-04,MOCK
2026-08-08,lee.novak@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,565,0.01,5.65,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-08,batch-2026-09-04,MOCK
2026-08-08,dev.patel@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Cowork,2,622,0.01,6.22,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-08,batch-2026-09-04,MOCK
2026-08-08,kim.arroyo@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,agent_action,3,1705,0.01,17.05,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-08,batch-2026-09-04,MOCK
2026-08-08,robin.hale@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,agent_action,3,761,0.01,7.61,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-08,batch-2026-09-04,MOCK
